"1237-1",451926,3,"Black","Technic",4519,"Cross Axle 3M","https://www.lego.com/service/bricks/5/2/451926",211
"1237-1",4109810,4,"Black","Technic",32062,"2M Cross Axle W. Groove","https://www.lego.com/service/bricks/5/2/4109810",587
"1237-1",4114740,2,"Black","Technic",32073,"Cross Axle 5M","https://www.lego.com/service/bricks/5/2/4114740",129
"1237-1",4121715,7,"Black","Technic",2780,"Connector Peg W. Friction","https://www.lego.com/service/bricks/5/2/4121715",2109
"1237-1",4505842,2,"Black","Technic",32249,"Halfbeam Curve 3X3","https://www.lego.com/service/bricks/5/2/4505842",37
"1237-1",4109854,2,"Dark Grey","Technic",32002,"1 1/2 M Connecting Bush","https://www.lego.com/service/bricks/5/2/4109854",121
"1237-1",656202,4,"Grey","Technic",6562,"Connector Peg/Cross Axle","https://www.lego.com/service/bricks/5/2/656202",246
"1237-1",4107132,2,"White","Technic",32006,"Technic Lever 4M","https://www.lego.com/service/bricks/5/2/4107132",6
"1237-1",4107826,2,"White","Technic",6632,"Technic Lever 3M","https://www.lego.com/service/bricks/5/2/4107826",48
"1237-1",4112174,2,"White","Technic",32056,"Technic Lever 3X3M, 90°","https://www.lego.com/service/bricks/5/2/4112174",12
"1237-1",4118980,7,"White","Technic",32140,"Technic Ang. Beam 4X2 90 Deg","https://www.lego.com/service/bricks/5/2/4118980",36
"1237-1",4118981,2,"White","Technic",32013,"Angle Element, 0 Degrees [1]","https://www.lego.com/service/bricks/5/2/4118981",86
"1237-1",4118982,2,"White","Technic",32016,"Angle Element, 157,5 Degr. [3]","https://www.lego.com/service/bricks/5/2/4118982",8
"1237-1",4144131,2,"White","Technic",32291,"Technic Cross Block 2X1","https://www.lego.com/service/bricks/5/2/4144131",6
"1237-1",4144134,2,"White","Technic",6575,"Comb Wheel","https://www.lego.com/service/bricks/5/2/4144134",3
"1237-1",4157765,1,"White","Technic",6558,"Connector Peg W. Friction 3M","https://www.lego.com/service/bricks/5/2/4157765",1
"1237-1",4157772,4,"White","Technic",41482,"Technic 3M Beam, Pc","https://www.lego.com/service/bricks/5/2/4157772",1
"1257-1",348326,3,"Black","System",3483,"Tyre Low Narrow Ø17 Mm","https://www.lego.com/service/bricks/5/2/348326",116
"1257-1",370526,1,"Black","Technic",3705,"Cross Axle 4M","https://www.lego.com/service/bricks/5/2/370526",1063
"1257-1",370626,1,"Black","Technic",3706,"Cross Axle 6M","https://www.lego.com/service/bricks/5/2/370626",822
"1257-1",451926,2,"Black","Technic",4519,"Cross Axle 3M","https://www.lego.com/service/bricks/5/2/451926",211
"1257-1",655826,1,"Black","Technic",6558,"Connector Peg W. Friction 3M","https://www.lego.com/service/bricks/5/2/655826",381
"1257-1",4109810,1,"Black","Technic",32062,"2M Cross Axle W. Groove","https://www.lego.com/service/bricks/5/2/4109810",587
"1257-1",4121715,1,"Black","Technic",2780,"Connector Peg W. Friction","https://www.lego.com/service/bricks/5/2/4121715",2109
"1257-1",4107063,2,"Bright Red","Technic",32017,"Technic 5M Half Beam","https://www.lego.com/service/bricks/5/2/4107063",5
"1257-1",4114741,2,"Bright Red","Technic",32056,"Technic Lever 3X3M, 90°","https://www.lego.com/service/bricks/5/2/4114741",17
"1257-1",4106885,2,"Grey","Technic",32017,"Technic 5M Half Beam","https://www.lego.com/service/bricks/5/2/4106885",28
"1257-1",4110050,2,"Grey","Technic",32123,"1/2 Bush","https://www.lego.com/service/bricks/5/2/4110050",184
"1257-1",4119475,2,"Grey","Technic",2853,"Plastic Motor, Crank/Cross","https://www.lego.com/service/bricks/5/2/4119475",47
"1257-1",4125313,3,"Grey","Technic",6590,"Bush For Cross Axle","https://www.lego.com/service/bricks/5/2/4125313",263
"1258-1",604126,1,"Black","System",6041,"Propeller W. 3 Blades Ø26.6","https://www.lego.com/service/bricks/5/2/604126",102
"1258-1",370526,2,"Black","Technic",3705,"Cross Axle 4M","https://www.lego.com/service/bricks/5/2/370526",1063
"1258-1",451926,2,"Black","Technic",4519,"Cross Axle 3M","https://www.lego.com/service/bricks/5/2/451926",211
"1258-1",4107136,2,"Black","Technic",32006,"Technic Lever 4M","https://www.lego.com/service/bricks/5/2/4107136",112
"1258-1",4114740,2,"Black","Technic",32073,"Cross Axle 5M","https://www.lego.com/service/bricks/5/2/4114740",129
"1258-1",427402,1,"Grey","Technic",4274,"Connector Peg W. Knob","https://www.lego.com/service/bricks/5/2/427402",177
"1258-1",653602,2,"Grey","Technic",6536,"Cross Block 90°","https://www.lego.com/service/bricks/5/2/653602",81
"1258-1",4110050,4,"Grey","Technic",32123,"1/2 Bush","https://www.lego.com/service/bricks/5/2/4110050",184
"1258-1",4114669,1,"Grey","Technic",32068,"Technic Steering-Gear 3M","https://www.lego.com/service/bricks/5/2/4114669",23
"1258-1",4125313,4,"Grey","Technic",6590,"Bush For Cross Axle","https://www.lego.com/service/bricks/5/2/4125313",263
"1259-1",348326,2,"Black","System",3483,"Tyre Low Narrow Ø17 Mm","https://www.lego.com/service/bricks/5/2/348326",116
"1259-1",451926,5,"Black","Technic",4519,"Cross Axle 3M","https://www.lego.com/service/bricks/5/2/451926",211
"1259-1",655826,1,"Black","Technic",6558,"Connector Peg W. Friction 3M","https://www.lego.com/service/bricks/5/2/655826",381
"1259-1",4109810,1,"Black","Technic",32062,"2M Cross Axle W. Groove","https://www.lego.com/service/bricks/5/2/4109810",587
"1259-1",4107135,2,"Bright Yellow","Technic",32006,"Technic Lever 4M","https://www.lego.com/service/bricks/5/2/4107135",16
"1259-1",4107823,2,"Bright Yellow","Technic",6632,"Technic Lever 3M","https://www.lego.com/service/bricks/5/2/4107823",68
"1259-1",4112289,4,"Bright Yellow","Technic",32056,"Technic Lever 3X3M, 90°","https://www.lego.com/service/bricks/5/2/4112289",36
"1259-1",4113250,1,"Grey","System",30155,"Wheel Hub W. Spokes Ø17","https://www.lego.com/service/bricks/5/2/4113250",11
"1259-1",4106885,2,"Grey","Technic",32017,"Technic 5M Half Beam","https://www.lego.com/service/bricks/5/2/4106885",28
"1259-1",4110050,2,"Grey","Technic",32123,"1/2 Bush","https://www.lego.com/service/bricks/5/2/4110050",184
"1259-1",4125313,1,"Grey","Technic",6590,"Bush For Cross Axle","https://www.lego.com/service/bricks/5/2/4125313",263
"1260-1",370526,2,"Black","Technic",3705,"Cross Axle 4M","https://www.lego.com/service/bricks/5/2/370526",1063
"1260-1",655826,1,"Black","Technic",6558,"Connector Peg W. Friction 3M","https://www.lego.com/service/bricks/5/2/655826",381
"1260-1",4109810,2,"Black","Technic",32062,"2M Cross Axle W. Groove","https://www.lego.com/service/bricks/5/2/4109810",587
"1260-1",4112287,2,"Black","Technic",32056,"Technic Lever 3X3M, 90°","https://www.lego.com/service/bricks/5/2/4112287",107
"1260-1",4112203,1,"Bright Yellow","Technic",2851,"Plastic Motor, Piston","https://www.lego.com/service/bricks/5/2/4112203",77
"1260-1",4107766,1,"Dark Green","Technic",6536,"Cross Block 90°","https://www.lego.com/service/bricks/5/2/4107766",8
"1260-1",4109854,4,"Dark Grey","Technic",32002,"1 1/2 M Connecting Bush","https://www.lego.com/service/bricks/5/2/4109854",121
"1260-1",285202,1,"Grey","Technic",2852,"Plastic Motor, Main Rod","https://www.lego.com/service/bricks/5/2/285202",29
"1260-1",4110050,2,"Grey","Technic",32123,"1/2 Bush","https://www.lego.com/service/bricks/5/2/4110050",184
"1260-1",4119475,2,"Grey","Technic",2853,"Plastic Motor, Crank/Cross","https://www.lego.com/service/bricks/5/2/4119475",47
"1260-1",4109610,1,"Transparent","Technic",32061,"Plastic Motor Cylinder, Transp","https://www.lego.com/service/bricks/4/2/4109610",23
"1268-1",348326,2,"Black","System",3483,"Tyre Low Narrow Ø17 Mm","https://www.lego.com/service/bricks/5/2/348326",116
"1268-1",451926,5,"Black","Technic",4519,"Cross Axle 3M","https://www.lego.com/service/bricks/5/2/451926",211
"1268-1",655826,1,"Black","Technic",6558,"Connector Peg W. Friction 3M","https://www.lego.com/service/bricks/5/2/655826",381
"1268-1",4109810,1,"Black","Technic",32062,"2M Cross Axle W. Groove","https://www.lego.com/service/bricks/5/2/4109810",587
"1268-1",4107135,2,"Bright Yellow","Technic",32006,"Technic Lever 4M","https://www.lego.com/service/bricks/5/2/4107135",16
"1268-1",4107823,2,"Bright Yellow","Technic",6632,"Technic Lever 3M","https://www.lego.com/service/bricks/5/2/4107823",68
"1268-1",4112289,4,"Bright Yellow","Technic",32056,"Technic Lever 3X3M, 90°","https://www.lego.com/service/bricks/5/2/4112289",36
"1268-1",4113250,1,"Grey","System",30155,"Wheel Hub W. Spokes Ø17","https://www.lego.com/service/bricks/5/2/4113250",11
"1268-1",4106885,2,"Grey","Technic",32017,"Technic 5M Half Beam","https://www.lego.com/service/bricks/5/2/4106885",28
"1268-1",4110050,2,"Grey","Technic",32123,"1/2 Bush","https://www.lego.com/service/bricks/5/2/4110050",184
"1268-1",4125313,1,"Grey","Technic",6590,"Bush For Cross Axle","https://www.lego.com/service/bricks/5/2/4125313",263
"1290-1",4107153,4,"Black","System",71509,"Rubber Band Ø13 Mm Internal","https://www.lego.com/service/bricks/5/2/4107153",46
"1290-1",370526,1,"Black","Technic",3705,"Cross Axle 4M","https://www.lego.com/service/bricks/5/2/370526",1063
"1290-1",370626,2,"Black","Technic",3706,"Cross Axle 6M","https://www.lego.com/service/bricks/5/2/370626",822
"1290-1",4107765,2,"Black","Technic",6553,"Catch","https://www.lego.com/service/bricks/5/2/4107765",221
"1290-1",4121715,1,"Black","Technic",2780,"Connector Peg W. Friction","https://www.lego.com/service/bricks/5/2/4121715",2109
"1290-1",4142135,2,"Black","Technic",32316,"Technic 5M Beam","https://www.lego.com/service/bricks/5/2/4142135",251
"1290-1",4173668,2,"Black","Technic",6536,"Cross Block 90°","https://www.lego.com/service/bricks/5/2/4173668",306
"1290-1",4184169,2,"Black","Technic",6628,"Ball With Friction Snap","https://www.lego.com/service/bricks/5/2/4184169",450
"1290-1",4188298,1,"Bright Red","Technic",6536,"Cross Block 90°","https://www.lego.com/service/bricks/5/2/4188298",76
"1290-1",4109854,2,"Dark Grey","Technic",32002,"1 1/2 M Connecting Bush","https://www.lego.com/service/bricks/5/2/4109854",121
"1290-1",656202,4,"Grey","Technic",6562,"Connector Peg/Cross Axle","https://www.lego.com/service/bricks/5/2/656202",246
"1290-1",4110050,6,"Grey","Technic",32123,"1/2 Bush","https://www.lego.com/service/bricks/5/2/4110050",184
"1290-1",4142060,1,"Silver","Technic",23117,"Corrugated Pipe 16Mm, Silver","https://www.lego.com/service/bricks/5/2/4142060",21
"1291-1",370526,4,"Black","Technic",3705,"Cross Axle 4M","https://www.lego.com/service/bricks/5/2/370526",1063
"1291-1",370626,3,"Black","Technic",3706,"Cross Axle 6M","https://www.lego.com/service/bricks/5/2/370626",822
"1291-1",471626,1,"Black","Technic",4716,"Worm","https://www.lego.com/service/bricks/5/2/471626",71
"1291-1",4107085,3,"Black","Technic",32013,"Angle Element, 0 Degrees [1]","https://www.lego.com/service/bricks/5/2/4107085",371
"1291-1",4107765,4,"Black","Technic",6553,"Catch","https://www.lego.com/service/bricks/5/2/4107765",221
"1291-1",4142236,2,"Black","Technic",32449,"Lever 1X4, Without Notch","https://www.lego.com/service/bricks/5/2/4142236",140
"1291-1",4107800,1,"Bright Yellow","Technic",32039,"Catch W. Cross Hole","https://www.lego.com/service/bricks/5/2/4107800",63
"1291-1",4107823,2,"Bright Yellow","Technic",6632,"Technic Lever 3M","https://www.lego.com/service/bricks/5/2/4107823",68
"1291-1",4140507,1,"Bright Yellow","Technic",6538,"Cross Axle, Extension M/3 Ribs","https://www.lego.com/service/bricks/5/2/4140507",20
"1291-1",4173666,2,"Bright Yellow","Technic",6536,"Cross Block 90°","https://www.lego.com/service/bricks/5/2/4173666",58
"1291-1",364702,1,"Grey","Technic",3647,"Gear Wheel T=8, M=1","https://www.lego.com/service/bricks/5/2/364702",104
"1291-1",656202,1,"Grey","Technic",6562,"Connector Peg/Cross Axle","https://www.lego.com/service/bricks/5/2/656202",246
"1291-1",4110050,2,"Grey","Technic",32123,"1/2 Bush","https://www.lego.com/service/bricks/5/2/4110050",184
"1291-1",4125313,2,"Grey","Technic",6590,"Bush For Cross Axle","https://www.lego.com/service/bricks/5/2/4125313",263
"1292-1",4114689,2,"Black","System",32124,"Technic Rotor, 2 Blades","https://www.lego.com/service/bricks/5/2/4114689",70
"1292-1",451926,4,"Black","Technic",4519,"Cross Axle 3M","https://www.lego.com/service/bricks/5/2/451926",211
"1292-1",4107081,3,"Black","Technic",32039,"Catch W. Cross Hole","https://www.lego.com/service/bricks/5/2/4107081",389
"1292-1",4107765,2,"Black","Technic",6553,"Catch","https://www.lego.com/service/bricks/5/2/4107765",221
"1292-1",4107828,2,"Black","Technic",6632,"Technic Lever 3M","https://www.lego.com/service/bricks/5/2/4107828",230
"1292-1",4113805,2,"Black","Technic",6538,"Cross Axle, Extension M/3 Ribs","https://www.lego.com/service/bricks/5/2/4113805",105
"1292-1",4114740,5,"Black","Technic",32073,"Cross Axle 5M","https://www.lego.com/service/bricks/5/2/4114740",129
"1292-1",4109854,1,"Dark Grey","Technic",32002,"1 1/2 M Connecting Bush","https://www.lego.com/service/bricks/5/2/4109854",121
"1292-1",4113884,1,"Dark Grey","Technic",6587,"3M Crossaxle With Knob","https://www.lego.com/service/bricks/5/2/4113884",171
